Datum,Tid,Serie,Hemmalag,Bortalag,Arena,Domare1,Domare2,url
2025-10-03,19:45,Herrar Div. 4 A,Kärra IBK H4,Landvetter IBK H4 A,Kärra Sporthall,Kristoffer Lind,Sebastian Ågren,https://stats.innebandy.se/sasong/43/serie/42079/match/1647877
2025-10-03,19:00,Juniorallsvenskan G DJ18,Lindås IBK/Lindås IBF,IBK Kungälv,Askims Sporthall,Magnus Fredriksson,Felix Bark Peterson,https://stats.innebandy.se/sasong/43/serie/41555/match/1606466
2025-10-03,19:30,Juniorallsvenskan G HJ18,Floda IBK,IBK Kungälv,Nova Floda Sportcenter A-hall,Christian Svärdström,Marcus Orrhult,https://stats.innebandy.se/sasong/43/serie/41545/match/1591701
2025-10-03,19:15,Juniorallsvenskan H HJ18,Frölunda IBK,Pixbo IBF/Pixbo IBK,Frölunda Kulturhus,Jonny Gaardén,Thomas Andersson,https://stats.innebandy.se/sasong/43/serie/41546/match/1591883
2025-10-03,19:30,Juniorallsvenskan H HJ18,Lindås IBK/Lindås IBF,Träslövsläge IF,Lindås Waves Arena,Hampus Räffling,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/41546/match/1591882
2025-10-03,20:00,Pantamera Damjunior A,Pixbo IBF Utveckling Röd,Lindome IBK DJ,Wallenstam Arena B,Emmy Birgersson,Selma Hadziselimovic,https://stats.innebandy.se/sasong/43/serie/42367/match/1648865
2025-10-03,17:15,Pantamera Flickor C-ungdom C,Pixbo IBF F13/14 Röd,Landvetter IBF F13/14 Blå,Wallenstam Arena A,Amir Huseinovic,Albin Wennersten,https://stats.innebandy.se/sasong/43/serie/42392/match/1649815
2025-10-03,18:30,Pantamera Herrjunior C,Varla IBK Juniorer 2 GBG,Landvetter IBK U16,Lindälvshallen,Thomas Roos,Mats Lian,https://stats.innebandy.se/sasong/43/serie/42365/match/1648387
2025-10-03,18:45,Pantamera Herrjunior D,FBC Partille P09 Röd,Kärra IBK,Qvisthallen,Mustafa Er,Mohammad Mahmud,https://stats.innebandy.se/sasong/43/serie/42366/match/1648417
2025-10-03,18:30,Pantamera Pojkar B-ungdom B,Herrestads AIF HJ,Pixbo IBF P10 Vit,Rampen Sporthall (Källdalsskolan),Susanne Andersson,Thorbjörn Mauritzen,https://stats.innebandy.se/sasong/43/serie/42370/match/1648476
2025-10-03,19:00,Pantamera Pojkar C-ungdom H,Hindås IBK P13,IBK Kungälv P13 Svart,Hindås Idrottshall,Henry Tames,Ivan Ivanovic,https://stats.innebandy.se/sasong/43/serie/42382/match/1649724
2025-10-03,19:15,Pantamera Pojkar C-ungdom J,FBC Partille P 15 Vallhamra Blå,Ale IBF P13,Vallhamra Sportcenter,Mustafa Kalajdzisalihovic,Malte Bartilson,https://stats.innebandy.se/sasong/43/serie/42384/match/1649875
2025-10-04,14:00,SSL - Svenska Superligan Damer,FBC Partille,FBC Kalmarsund,Partillebohallen,Philip Aronsson-Elffors,Josefine Hedelind,https://stats.innebandy.se/sasong/43/serie/40695/match/1571605
2025-10-04,16:00,SSL - Svenska Superligan Damer,Pixbo IBK,IBK Lund Elit,Wallenstam Arena A,Hampus Viking,Rasmus Widén,https://stats.innebandy.se/sasong/43/serie/40695/match/1571606
2025-10-04,14:00,Allsvenskan Damer Södra,Lindås IBK,Lillån IBK,Lindås Waves Arena,Marcus Larsson,Oscar Skogsberg,https://stats.innebandy.se/sasong/43/serie/40697/match/1570666
2025-10-04,15:00,Allsvenskan Damer Södra,Lindome IBK,GS 86 AIF,Almåshallen A,Jesper Björklund Greter,Sebastian Kiejs,https://stats.innebandy.se/sasong/43/serie/40697/match/1570667
2025-10-04,11:00,Dam Veteraner,IBK Alingsås DV,IK Zenith DV,"Stadsskogshallen, Alingsås",Bianca Madsen,Pedram Koublani,https://stats.innebandy.se/sasong/43/serie/42081/match/1653285
2025-10-04,12:00,Damer Div. 1 region,FBC Engelholm,Warberg IBF,Kungsgårdshallen,Marcus Ingolf,Niclas Eriksson,https://stats.innebandy.se/sasong/43/serie/41175/match/1573073
2025-10-04,14:00,Damer Div. 1 region,IBF Backadalen,Malmhaug IBF,Lundbyskolans sporthall A-hall,Marcus Orrhult,Christian Svärdström,https://stats.innebandy.se/sasong/43/serie/41175/match/1573070
2025-10-04,16:00,Damer Div. 1 region,FBC Lerum,Almås IBF D1,Lerum Arena A,Torbjörn Zahner,Adnan Tongur,https://stats.innebandy.se/sasong/43/serie/41175/match/1573074
2025-10-04,10:45,Damer Div. 2,FBC Vinga D2,Ale IBF D2,Frölunda Kulturhus,Tommy Runhammar,Linus Backlund,https://stats.innebandy.se/sasong/43/serie/42062/match/1629469
2025-10-04,12:00,Damer Div. 2,Mölndals IBF D2,Mölnlycke Frontside IBF D2,Aktiviteten A-Hall,Måns Bartilson,Mattias Strid,https://stats.innebandy.se/sasong/43/serie/42062/match/1629473
2025-10-04,14:00,Damer Div. 2,IK Zenith D2,IBK Göteborg D2,Björlanda Idrottshall,Wessam Abdellrazek,Alexander Pavlovic,https://stats.innebandy.se/sasong/43/serie/42062/match/1629472
2025-10-04,16:00,Damer Div. 3,Landvetter IBF D3,Ale IBF / IBK Kungälv D3,Pinntorps Idrottshall,Kristoffer Lind,Mats Sällberg,https://stats.innebandy.se/sasong/43/serie/42080/match/1647613
2025-10-04,15:00,Division 1 Herrar Västra Götaland,Floda IBK,Mullsjö AIS Utveckling,Nova Floda Sportcenter A-hall,Gabriel Adolfsson,Adam Kruse,https://stats.innebandy.se/sasong/43/serie/40701/match/1570538
2025-10-04,16:45,Division 1 Herrar Västra Götaland,IBF Backadalen,IBK Alingsås,Lundbyskolans sporthall A-hall,Richard Claesson,Stefan Olsson,https://stats.innebandy.se/sasong/43/serie/40701/match/1570537
2025-10-04,13:00,Herrar Div. 2,Surte IS IBK H2,Kärra IBK H2,Bohushallen,Torbjörn Zahner,Adnan Tongur,https://stats.innebandy.se/sasong/43/serie/42061/match/1629805
2025-10-04,13:15,Herrar Div. 2,FBC Vinga H2,Stenungsunds IBK H2,Frölunda Kulturhus,Tommy Runhammar,Linus Backlund,https://stats.innebandy.se/sasong/43/serie/42061/match/1629802
2025-10-04,13:30,Herrar Div. 2,Herrestads AIF H2,Frölunda IBK H2,Rampen Sporthall (Källdalsskolan),Thomas Andersson,Jonny Gaardén,https://stats.innebandy.se/sasong/43/serie/42061/match/1629807
2025-10-04,14:30,Herrar Div. 3 A,FBC Lerum H3,Pixbo IBF H3,Rydsbergshallen,Magnus Fredriksson,Thomas Johansson,https://stats.innebandy.se/sasong/43/serie/42064/match/1630647
2025-10-04,12:30,Herrar Div. 3 B,Frölunda IBK H3,Landvetter IBK H3,Skyttesskolan,Håkan Krafft,Pierre Eberhard Berg,https://stats.innebandy.se/sasong/43/serie/42065/match/1630518
2025-10-04,12:45,Herrar Div. 3 B,Mölndals IBF H3,Korsvägen BBK H3,Streteredsskolan,Sebastian Ågren,Felix Bark Peterson,https://stats.innebandy.se/sasong/43/serie/42065/match/1630516
2025-10-04,15:45,Herrar Div. 3 B,Lindås IBF H3,Burås IK H3,Askims Sporthall,Pierre Eberhard Berg,Håkan Krafft,https://stats.innebandy.se/sasong/43/serie/42065/match/1630514
2025-10-04,16:30,Herrar Div. 4 A,Hindås IBK H4,IBK Kungälv H4,Hindås Idrottshall,Emmy Birgersson,Selma Hadziselimovic,https://stats.innebandy.se/sasong/43/serie/42079/match/1647878
2025-10-04,17:30,Herrar Div. 4 A,Lindome IBK H4,Dingle AIK H4,Almåshallen A,Henry Tames,Mustafa Er,https://stats.innebandy.se/sasong/43/serie/42079/match/1647882
2025-10-04,18:00,Pantamera Damjunior A,Warberg IBF Junior,Landvetter IBF JAS DJ-Utveckling Blå,"Sparbanken Wictory Center, Unihocplanen",Matilda Wittink,Filip Andersson,https://stats.innebandy.se/sasong/43/serie/42367/match/1648866
2025-10-04,16:45,Pantamera Flickor B-ungdom A,FBC Lerum Utveckling / Floda IBK F10/11,Pixbo IBF F11 Vit,Rydsbergshallen,Magnus Fredriksson,Thomas Johansson,https://stats.innebandy.se/sasong/43/serie/42386/match/1648926
2025-10-04,17:00,Pantamera Flickor B-ungdom A,FBC Partille F09/11 Grön,Eken IBK DJ,Qvisthallen,Tage Sandquist,Felix Bark Peterson,https://stats.innebandy.se/sasong/43/serie/42386/match/1648928
2025-10-04,08:55,Pantamera Flickor B-ungdom B,Pixbo IBF F11 Röd,Lindås IBK F10/11 Blå,Wallenstam Arena A,Mustafa Kalajdzisalihovic,Semir Aganspahic,https://stats.innebandy.se/sasong/43/serie/42387/match/1648956
2025-10-04,18:10,Pantamera Flickor B-ungdom C,FBC Partille F09/11 Svart,Landvetter IBF F11 Vit,Qvisthallen,Tage Sandquist,Felix Bark Peterson,https://stats.innebandy.se/sasong/43/serie/42388/match/1648987
2025-10-04,19:30,Pantamera Flickor B-ungdom D,Lindås IBK F12,Ale IBF F10/11,Lindås Waves Arena,Mohammad Mahmud,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/42389/match/1649017
2025-10-04,11:00,Pantamera Flickor C-ungdom A,Surte IS IBK F11,FBC Lerum Utveckling F12 Röd,Bohushallen,Adnan Tongur,Yosuf Amiri,https://stats.innebandy.se/sasong/43/serie/42390/match/1649513
2025-10-04,10:30,Pantamera Flickor C-ungdom B,Ale IBF F12/13 Blå,IBK Alingsås F12-13 Gbg,Ale Kulturrum,Melvin Ström,Agnes Boge,https://stats.innebandy.se/sasong/43/serie/42391/match/1649756
2025-10-04,15:00,Pantamera Flickor C-ungdom C,Eken IBK F11/12/13 Lila,FBC Lerum Utveckling F13 Vit,Ekenhallen 1,Albin Wennersten,Pontus Ekengränd,https://stats.innebandy.se/sasong/43/serie/42392/match/1649814
2025-10-04,10:25,Pantamera Flickor C-ungdom D,Pixbo IBF F13/14 Vit,IBF Älvstranden F12/13,Wallenstam Arena B,Henry Tames,Jasmin Dzanic,https://stats.innebandy.se/sasong/43/serie/42393/match/1649665
2025-10-04,09:00,Pantamera Flickor C-ungdom E,FBC Partille F 12/14 Röd,IBF Backadalen F13,Qvisthallen,Pontus Ekengränd,Ivan Ivanovic,https://stats.innebandy.se/sasong/43/serie/42394/match/1649352
2025-10-04,17:10,Pantamera Flickor C-ungdom E,Lindås IBK F13,Överby IBK F10-14,Lindås Waves Arena,Mohammad Mahmud,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/42394/match/1649350
2025-10-04,12:45,Pantamera Herrjunior A,Pixbo IBF Utveckling,IBK Kungälv Herrjuniorer Vit,Wallenstam Arena B,Mustafa Kalajdzisalihovic,Semir Aganspahic,https://stats.innebandy.se/sasong/43/serie/42363/match/1648325
2025-10-04,17:00,Pantamera Herrjunior A,FBC Partille U16,Floda IBK HJ07-09 Svart,Partillebohallen,Senad Olevic,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/42363/match/1648324
2025-10-04,12:00,Pantamera Herrjunior B,IBF Backadalen HJ,Varla IBK Juniorer 1 GBG,Tuve Sporthall,Samuel Tolland,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/42364/match/1648357
2025-10-04,12:30,Pantamera Herrjunior D,Lindome IBK/Almås IBK U-16,Herrestads AIF Junior,Almåshallen A,Dante Lindskog,Alexander Rydqvist,https://stats.innebandy.se/sasong/43/serie/42366/match/1648416
2025-10-04,10:10,Pantamera Pojkar B-ungdom C,Pixbo IBF P11 Röd,Surte IS IBK P10/11,Wallenstam Arena A,Mustafa Kalajdzisalihovic,Semir Aganspahic,https://stats.innebandy.se/sasong/43/serie/42371/match/1648506
2025-10-04,11:15,Pantamera Pojkar B-ungdom C,Lindome IBK U16 Lila,IBK Kungälv Ungdom Utveckling,Almåshallen A,Dante Lindskog,Alexander Rydqvist,https://stats.innebandy.se/sasong/43/serie/42371/match/1648505
2025-10-04,14:40,Pantamera Pojkar B-ungdom C,FBC Partille P11 Blå,Ale IBF P09 Blå,Qvisthallen,Jonathan Johansson,Mustaf Osman,https://stats.innebandy.se/sasong/43/serie/42371/match/1648507
2025-10-04,11:40,Pantamera Pojkar B-ungdom D,Ale IBF P10,FBC Lerum Utveckling P09/10,Ale Kulturrum,Adem Can,Albin Wennersten,https://stats.innebandy.se/sasong/43/serie/42372/match/1648536
2025-10-04,13:00,Pantamera Pojkar B-ungdom E,Ale IBF P11,Mölndals IBF P10 Röd,Ale Kulturrum,Adem Can,Albin Wennersten,https://stats.innebandy.se/sasong/43/serie/42373/match/1650678
2025-10-04,15:50,Pantamera Pojkar B-ungdom E,FBC Partille P11 Vit,Myggenäs IBK P10,Qvisthallen,Jonathan Johansson,Mustaf Osman,https://stats.innebandy.se/sasong/43/serie/42373/match/1650679
2025-10-04,13:00,Pantamera Pojkar C-ungdom C,Myggenäs IBK P 11/12,Hindås IBK P11,Häggvallsskolan,Filip Fosser,Henry Frydensbjerg,https://stats.innebandy.se/sasong/43/serie/42377/match/1649543
2025-10-04,09:20,Pantamera Pojkar C-ungdom D,Ale IBF P12,FBC Partille P13 Svart,Ale Kulturrum,Melvin Ström,Agnes Boge,https://stats.innebandy.se/sasong/43/serie/42378/match/1649786
2025-10-04,10:30,Pantamera Pojkar C-ungdom F,Herrestads AIF P11/12,FBC Lerum Utveckling P12/13,Rampen Sporthall (Källdalsskolan),Thomas Andersson,Jonny Gaardén,https://stats.innebandy.se/sasong/43/serie/42380/match/1649636
2025-10-04,18:20,Pantamera Pojkar C-ungdom F,Lindås IBK P12 Turkos,IBF Backadalen P12,Lindås Waves Arena,Mohammad Mahmud,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/42380/match/1649634
2025-10-04,11:25,Pantamera Pojkar C-ungdom G,Pixbo IBF P12 Vit,IBK Kungälv P13 Vit,Wallenstam Arena A,Henry Tames,Jasmin Dzanic,https://stats.innebandy.se/sasong/43/serie/42381/match/1649605
2025-10-04,15:00,Pantamera Pojkar C-ungdom G,Stenungsunds IBK P12-13,Lindås IBK P13 Svart,Kyrkenorumskolans Idrottshall,Anthon Räffling,Alexander Hellström,https://stats.innebandy.se/sasong/43/serie/42381/match/1649606
2025-10-04,10:20,Pantamera Pojkar C-ungdom H,Mölndals IBF P13/14 Svart,Överby IBK P13/14,Aktiviteten A-Hall,Alexander Hellström,Sebastian Ågren,https://stats.innebandy.se/sasong/43/serie/42382/match/1649726
2025-10-04,09:00,Pantamera Pojkar C-ungdom I,Mölndals IBF P13/14 Röd,Pixbo IBF P13 Röd,Aktiviteten A-Hall,Alexander Hellström,Sebastian Ågren,https://stats.innebandy.se/sasong/43/serie/42383/match/1649695
2025-10-04,13:30,Pantamera Pojkar C-ungdom J,Öckerö IBK P12/13 Blå,Pixbo IBK P14 Nytt,Hedenskolans Idrottshall,Katarina Arnoldsdotter,Christian Ragnevi,https://stats.innebandy.se/sasong/43/serie/42384/match/1649874
2025-10-04,13:30,Pantamera Pojkar C-ungdom K,Stenungsunds IBK P13-14,IBK Göteborg P13/14,Kyrkenorumskolans Idrottshall,Alexander Hellström,Linus Engman,https://stats.innebandy.se/sasong/43/serie/42385/match/1649303
2025-10-05,16:00,Allsvenskan Damer Södra,Landvetter IBK,Älvsjö AIK IBF,Pinntorps Idrottshall,Albert Enlund,Petter Enlund,https://stats.innebandy.se/sasong/43/serie/40697/match/1570669
2025-10-05,18:00,Damer Div. 1 region,Onsala IBK,Floda IBK D1,Presse Idrottshall,Kalle Borgen,Marcus Johansson,https://stats.innebandy.se/sasong/43/serie/41175/match/1573071
2025-10-05,17:30,Damer Div. 2,FBC Lerum Utveckling D2,Burås IK D3,Rydsbergshallen,Adnan Tongur,Adnan Mehmedagic,https://stats.innebandy.se/sasong/43/serie/42062/match/1629474
2025-10-05,18:00,Damer Div. 2,Guldhedens IK D2,Lindås IBF D2,Valhalla A-hall,Alexander Pavlovic,Robin Cederdahl,https://stats.innebandy.se/sasong/43/serie/42062/match/1629471
2025-10-05,19:00,Damer Div. 2,Landvetter IBF D2,IBK Kungälv D2,Pinntorps Idrottshall,Christian Svärdström,Marcus Orrhult,https://stats.innebandy.se/sasong/43/serie/42062/match/1629470
2025-10-05,12:00,Damer Div. 3,Fristads GoIF / Sandared IBS D3 Gbg,IBK Göteborg D3,Nya Fristadshallen,Magnus Jansson,Bianca Madsen,https://stats.innebandy.se/sasong/43/serie/42080/match/1647615
2025-10-05,17:30,Damer Div. 3,Dingle AIK D3,Mölndals IBF D3,Munkedals Idrottshall,Martin Andersson,Per Sundvall,https://stats.innebandy.se/sasong/43/serie/42080/match/1647618
2025-10-05,16:30,Division 1 Herrar Västra Götaland,IBK Kungälv,Fristads GoIF,Mimershus A-hallen,Tobias Anderberg,Jacob Johansson,https://stats.innebandy.se/sasong/43/serie/40701/match/1570534
2025-10-05,14:00,Herrar Div. 3 A,IBK Bergum H3,Utbynäs SK H3,Bergumsskolan,Tobias Almroth,Wessam Abdellrazek,https://stats.innebandy.se/sasong/43/serie/42064/match/1630649
2025-10-05,14:15,Herrar Div. 3 A,IBK Göteborg H3,Stenungsunds IBK H3,Torpahallen,Tommy Runhammar,Adnan Tongur,https://stats.innebandy.se/sasong/43/serie/42064/match/1630650
2025-10-05,16:00,Herrar Div. 3 A,IBK Kungälv H3,Myggenäs IBK H3,Kastellegårdshallen,Yao-Zu Galby,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/42064/match/1630648
2025-10-05,19:00,Herrar Div. 3 B,IBF Backadalen H3 Utveckling,Sörgårdens IBF H3,Tuve Sporthall,Thomas Andersson,Jonny Gaardén,https://stats.innebandy.se/sasong/43/serie/42065/match/1630515
2025-10-05,19:00,Herrar Div. 3 B,FBC Partille H3,Eken IBK H3,Partillebohallen,Mattias Strid,Måns Bartilson,https://stats.innebandy.se/sasong/43/serie/42065/match/1630517
2025-10-05,12:30,Herrar Div. 4 B,Lindome IBK H4,Floda IBK H4,Almåshallen A,Linus Svensson,Måns Bartilson,https://stats.innebandy.se/sasong/43/serie/42082/match/1654490
2025-10-05,16:30,Herrar Div. 4 B,IBK Göteborg H4,IBF Älvstranden H4,Torpahallen,Tommy Runhammar,Linus Backlund,https://stats.innebandy.se/sasong/43/serie/42082/match/1654488
2025-10-05,17:00,Herrar Div. 4 B,Utbynäs SK H4,Guldhedens IK H4,Kviberg Arena B,Thomas Johansson,Roger Zahnér,https://stats.innebandy.se/sasong/43/serie/42082/match/1654489
2025-10-05,19:15,Herrar Div. 4 B,KFKD H4,IK Zenith H4,Björlanda Idrottshall,Håkan Krafft,Pierre Eberhard Berg,https://stats.innebandy.se/sasong/43/serie/42082/match/1654486
2025-10-05,19:30,Herrar Div. 4 B,Öckerö IBK H4,Frölunda IBK H4,Hedenskolans Idrottshall,Mustafa Kalajdzisalihovic,Senad Olevic,https://stats.innebandy.se/sasong/43/serie/42082/match/1654491
2025-10-05,20:00,Herrar Div. 4 B,Landvetter IBK H4 B,IBK Kungälv H4/HV,Önnerödshallen,Kristoffer Lind,Yao-Zu Galby,https://stats.innebandy.se/sasong/43/serie/42082/match/1654487
2025-10-05,16:00,Juniorallsvenskan F DJ18,IBK Alingsås,Pixbo IBF,"Stadsskogshallen, Alingsås",Nebojsa Stefanovski,Daniel Dimitrovski,https://stats.innebandy.se/sasong/43/serie/41554/match/1594274
2025-10-05,15:00,Juniorallsvenskan G DJ18,Lindome IBK,IBK Vänersborg/Wårgårda IBK,Almåshallen A,Linus Svensson,Måns Bartilson,https://stats.innebandy.se/sasong/43/serie/41555/match/1606467
2025-10-05,11:30,Juniorallsvenskan G HJ18,IBK Lidköping/Skara IBK,IBF Backadalen/IK Zenith,"Vilanhallen, Skara",Sebastian Åberg,Kronoslav Kis,https://stats.innebandy.se/sasong/43/serie/41545/match/1591703
2025-10-05,17:00,Juniorallsvenskan G HJ18,Stenungsunds IBK,FBC Lerum Utveckling,Stenungsund Arena,Magnus Fredriksson,Felix Bark Peterson,https://stats.innebandy.se/sasong/43/serie/41545/match/1591700
2025-10-05,18:30,Pantamera Damjunior A,Lindås IBK DJ,FBC Partille F Akademi,Lindås Waves Arena,Selma Hadziselimovic,Emmy Birgersson,https://stats.innebandy.se/sasong/43/serie/42367/match/1648867
2025-10-05,14:20,Pantamera Damjunior B,IBK Kungälv DJ,IBK Alingsås Damjunior,Kastellegårdshallen,Tage Sandquist,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/42368/match/1648895
2025-10-05,13:00,Pantamera Flickor B-ungdom B,IBK Kungälv F10-12 Blå,Landvetter IBF F11 Blå,Kastellegårdshallen,Tage Sandquist,Alexander T Forsberg,https://stats.innebandy.se/sasong/43/serie/42387/match/1648958
2025-10-05,14:30,Pantamera Flickor B-ungdom C,Floda IBK / FBC Lerum Utveckling F10/11,IBK Kungälv F10-12 Grå,Nova Floda Sportcenter A-hall,Ali Noori,Dante Lindskog,https://stats.innebandy.se/sasong/43/serie/42388/match/1648988
2025-10-05,15:30,Pantamera Flickor B-ungdom C,IBF Älvstranden F09/10,Lindås IBK F10-11 Vit,Santoshallen,Håkan Krafft,Pierre Eberhard Berg,https://stats.innebandy.se/sasong/43/serie/42388/match/1648986
2025-10-05,14:40,Pantamera Flickor B-ungdom D,Frölunda IBK Flickor Röd,Pixbo IBF F12 Vit,Skyttesskolan,Albin Wennersten,Mükremin Er,https://stats.innebandy.se/sasong/43/serie/42389/match/1649016
2025-10-05,12:00,Pantamera Flickor C-ungdom C,IBF Backadalen F11/12 Svart,Lindome IBK F12,Tuve Sporthall,Thomas Andersson,Jonny Gaardén,https://stats.innebandy.se/sasong/43/serie/42392/match/1649816
2025-10-05,11:15,Pantamera Flickor C-ungdom D,FBC Lerum Utveckling F13 Röd,Lindome IBK F13 Grön,Rydsbergshallen,Noah Mellby,Mustafa Kalajdzisalihovic,https://stats.innebandy.se/sasong/43/serie/42393/match/1649666
2025-10-05,10:15,Pantamera Flickor C-ungdom E,IK Zenith F13/14,IBK Kungälv F13/14,Björlanda Idrottshall,Mustafa Er,Henry Tames,https://stats.innebandy.se/sasong/43/serie/42394/match/1649349
2025-10-05,11:20,Pantamera Flickor C-ungdom E,Landvetter IBF F13/14 Vit,IBK Göteborg / Guldhedens IK F12-13,Pinntorps Idrottshall,Semir Aganspahic,Alexander Rydqvist,https://stats.innebandy.se/sasong/43/serie/42394/match/1649348
2025-10-05,14:20,Pantamera Flickor C-ungdom E,Utbynäs SK F 12/13,Hindås IBK F13,Kviberg Arena B,Mathias Hannu,Moa Solberg Andersson,https://stats.innebandy.se/sasong/43/serie/42394/match/1649351
2025-10-05,13:35,Pantamera Herrjunior C,FBC Lerum Utveckling HJ,IBK Kungälv Herrjuniorer Svart,Rydsbergshallen,Mustafa Kalajdzisalihovic,Senad Olevic,https://stats.innebandy.se/sasong/43/serie/42365/match/1648386
2025-10-05,12:30,Pantamera Pojkar B-ungdom A,Landvetter IBK P10 Vit,FBC Vinga P10 Blå,Pinntorps Idrottshall,Semir Aganspahic,Alexander Rydqvist,https://stats.innebandy.se/sasong/43/serie/42369/match/1648447
2025-10-05,10:30,Pantamera Pojkar B-ungdom B,IBK Göteborg P10 Vit,IK Zenith P10 Vit,Torpahallen,Kristoffer Lind,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/42370/match/1648477
2025-10-05,15:40,Pantamera Pojkar B-ungdom B,Floda IBK P09-11 Svart,Mölndals IBF / Lindås IBK P10,Nova Floda Sportcenter A-hall,Mohammad Mahmud,Mohsen Gholami,https://stats.innebandy.se/sasong/43/serie/42370/match/1648475
2025-10-05,13:00,Pantamera Pojkar B-ungdom D,Stenungsunds IBK P10/11,Frölunda IBK P10-11 Röda,Kyrkenorumskolans Idrottshall,Martin Andersson,Susanne Andersson,https://stats.innebandy.se/sasong/43/serie/42372/match/1648537
